user_id,product_id,interaction_type,interaction_score,product_category,product_description,review_text,semantic_vector,latent_user_feature,latent_item_feature,target_recommendation_score
U102,P100,add_to_cart,0.418,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.177, 0.528, 0.417, 0.161, 0.675]",-0.119,-0.235,0.345
U052,P020,add_to_cart,0.44,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.185, 0.422, 0.97, 0.119, 0.461]",0.886,-0.268,0.65
U074,P012,add_to_cart,0.669,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.992, 0.524, 0.627, 0.046, 0.961]",0.089,0.657,0.901
U104,P082,view,0.34,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.047, 0.937, 0.986, 0.317, 0.155]",0.857,0.699,0.816
U088,P026,view,0.186,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.333, 0.223, 0.232, 0.277, 0.906]",-0.374,-0.693,-0.134
U132,P073,purchase,0.784,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.16, 0.535, 0.732, 0.023, 0.57]",0.322,0.685,1.091
U159,P039,purchase,0.809,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.659, 0.204, 0.188, 0.308, 0.706]",-0.563,0.478,0.763
U036,P063,view,0.101,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.634, 0.511, 0.006, 0.344, 0.412]",-0.457,-0.619,-0.179
U159,P098,review,0.478,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.881, 0.469, 0.354, 0.227, 0.883]",0.862,-0.258,0.683
U157,P003,review,0.826,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.474, 0.246, 0.246, 0.807, 0.817]",-0.698,-0.014,0.618
U067,P079,purchase,0.742,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.161, 0.375, 0.647, 0.859, 0.041]",0.659,-0.42,0.823
U190,P098,purchase,0.747,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.315, 0.942, 0.694, 0.363, 0.857]",-0.428,-0.746,0.408
U191,P061,review,0.76,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.713, 0.56, 0.715, 0.445, 0.551]",0.555,0.89,1.171
U024,P071,review,0.632,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.085, 0.432, 0.574, 0.532, 0.642]",0.794,-0.6,0.694
U095,P036,add_to_cart,0.666,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.05, 0.852, 0.792, 0.575, 0.123]",-0.465,0.056,0.536
U123,P079,add_to_cart,0.42,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.632, 0.399, 0.584, 0.706, 0.054]",-0.124,-0.762,0.124
U046,P058,view,0.317,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.782, 0.976, 0.036, 0.748, 0.825]",0.475,0.958,0.735
U118,P050,view,0.329,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.952, 0.006, 0.137, 0.437, 0.011]",0.41,0.646,0.671
U047,P012,add_to_cart,0.507,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.891, 0.876, 0.279, 0.943, 0.182]",0.738,0.438,0.874
U183,P055,purchase,0.758,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.346, 0.066, 0.164, 0.123, 0.671]",0.322,0.298,0.992
U076,P084,view,0.281,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.545, 0.045, 0.612, 0.179, 0.959]",-0.422,0.203,0.175
U046,P075,view,0.107,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.826, 0.86, 0.022, 0.924, 0.12]",-0.322,0.409,0.135
U133,P032,view,0.333,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.399, 0.999, 0.373, 0.089, 0.947]",-0.097,0.364,0.4
U035,P077,view,0.14,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.247, 0.079, 0.989, 0.569, 0.938]",0.566,0.207,0.347
U194,P038,view,0.298,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.018, 0.884, 0.086, 0.485, 0.771]",-0.416,0.131,0.198
U030,P053,review,0.769,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.322, 0.004, 0.198, 0.114, 0.744]",-0.253,-0.515,0.559
U128,P011,purchase,0.813,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.452, 0.408, 0.435, 0.436, 0.333]",-0.73,-0.152,0.542
U163,P006,review,0.78,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.065, 0.596, 0.003, 0.602, 0.601]",0.679,0.724,1.161
U110,P031,view,0.34,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.288, 0.907, 0.318, 0.243, 0.542]",0.318,0.717,0.608
U087,P001,view,0.104,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.709, 0.928, 0.036, 0.847, 0.733]",0.81,-0.831,0.142
U172,P095,review,0.868,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.458, 0.078, 0.847, 0.516, 0.557]",-0.137,-0.983,0.496
U157,P025,review,0.437,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.601, 0.156, 0.317, 0.529, 0.204]",-0.368,-0.657,0.098
U013,P036,review,0.517,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.025, 0.418, 0.953, 0.439, 0.319]",-0.024,-0.753,0.235
U161,P028,view,0.316,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.568, 0.262, 0.939, 0.656, 0.251]",0.103,0.317,0.474
U105,P072,purchase,0.831,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.85, 0.185, 0.678, 0.767, 0.84]",0.389,0.835,1.171
U062,P032,purchase,0.806,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.356, 0.794, 0.126, 0.325, 0.499]",-0.184,-0.519,0.569
U115,P073,add_to_cart,0.478,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.543, 0.845, 0.65, 0.009, 0.254]",-0.715,0.985,0.552
U103,P018,review,0.74,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.257, 0.494, 0.271, 0.457, 0.132]",0.059,0.609,0.971
U164,P026,purchase,0.88,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.945, 0.221, 0.912, 0.282, 0.725]",0.116,0.971,1.215
U181,P063,purchase,0.768,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.89, 0.55, 0.947, 0.91, 0.582]",-0.405,-0.546,0.451
U195,P019,view,0.204,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.445, 0.383, 0.381, 0.718, 0.381]",-0.037,-0.498,0.051
U154,P079,view,0.308,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.485, 0.147, 0.643, 0.456, 0.585]",0.733,0.19,0.576
U091,P084,view,0.291,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.146, 0.513, 0.382, 0.79, 0.343]",0.987,-0.807,0.309
U160,P052,purchase,0.879,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.888, 0.08, 0.683, 0.783, 0.056]",-0.391,-0.15,0.668
U131,P003,view,0.212,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.153, 0.766, 0.368, 0.403, 0.348]",0.781,-0.637,0.266
U022,P036,purchase,0.72,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.069, 0.722, 0.747, 0.643, 0.437]",0.043,0.644,0.962
U082,P062,purchase,0.723,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.548, 0.604, 0.117, 0.582, 0.366]",-0.033,0.225,0.812
U118,P063,review,0.733,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.992, 0.5, 0.773, 0.677, 0.343]",0.482,0.283,0.923
U094,P037,add_to_cart,0.521,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.272, 0.047, 0.503, 0.826, 0.363]",0.82,-0.966,0.428
U137,P093,view,0.36,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.706, 0.878, 0.247, 0.826, 0.661]",-0.595,0.452,0.334
U062,P071,review,0.685,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.652, 0.548, 0.639, 0.588, 0.548]",-0.683,0.223,0.582
U127,P055,purchase,0.903,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.158, 0.398, 0.166, 0.84, 0.678]",0.687,0.041,1.13
U166,P027,purchase,0.826,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.52, 0.821, 0.722, 0.92, 0.52]",0.381,0.354,1.066
U173,P054,add_to_cart,0.667,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.017, 0.597, 0.409, 0.328, 0.363]",-0.736,-0.763,0.212
U029,P058,add_to_cart,0.422,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.596, 0.696, 0.701, 0.662, 0.123]",0.482,0.583,0.716
U199,P022,add_to_cart,0.686,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.874, 0.973, 0.425, 0.249, 0.337]",-0.632,0.118,0.53
U066,P092,purchase,0.776,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.798, 0.38, 0.572, 0.889, 0.387]",0.459,-0.184,0.841
U153,P007,review,0.424,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.179, 0.027, 0.242, 0.256, 0.202]",0.063,-0.832,0.234
U075,P014,view,0.171,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.557, 0.03, 0.621, 0.024, 0.812]",-0.443,0.038,0.039
U098,P035,view,0.155,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.91, 0.357, 0.701, 0.594, 0.082]",0.692,0.07,0.381
U143,P031,review,0.358,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.351, 0.135, 0.837, 0.142, 0.939]",-0.245,0.887,0.521
U174,P004,purchase,0.973,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.119, 0.341, 0.916, 0.75, 0.568]",-0.958,0.267,0.785
U097,P064,purchase,0.954,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.098, 0.185, 0.927, 0.759, 0.225]",-0.631,0.313,0.866
U084,P037,view,0.253,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.22, 0.691, 0.903, 0.871, 0.618]",0.497,-0.46,0.305
U174,P056,add_to_cart,0.488,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.547, 0.841, 0.635, 0.6, 0.935]",0.078,-0.778,0.29
U039,P049,view,0.349,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.451, 0.815, 0.343, 0.774, 0.184]",0.627,-0.252,0.466
U093,P027,review,0.344,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.58, 0.079, 0.396, 0.663, 0.909]",-0.157,-0.012,0.279
U021,P045,view,0.355,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.812, 0.086, 0.037, 0.686, 0.336]",0.422,-0.595,0.292
U045,P086,add_to_cart,0.474,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.049, 0.768, 0.441, 0.631, 0.148]",-0.021,0.097,0.49
U069,P024,add_to_cart,0.631,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.348, 0.695, 0.646, 0.546, 0.293]",-0.374,-0.191,0.414
U037,P017,purchase,0.998,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.126, 0.555, 0.297, 0.482, 0.607]",-0.891,-0.048,0.706
U099,P026,purchase,0.857,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.423, 0.777, 0.874, 0.427, 0.456]",0.744,-0.587,0.91
U015,P024,review,0.894,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.554, 0.296, 0.386, 0.813, 0.963]",-0.737,0.781,0.917
U029,P080,view,0.307,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.037, 0.023, 0.934, 0.026, 0.358]",0.211,-0.4,0.254
U182,P001,review,0.401,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.382, 0.837, 0.535, 0.012, 0.301]",-0.036,0.566,0.542
U171,P006,view,0.363,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.16, 0.317, 0.093, 0.254, 0.752]",0.556,-0.074,0.486
U131,P048,purchase,0.856,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.801, 0.304, 0.033, 0.781, 0.686]",0.756,0.45,1.239
U086,P026,view,0.113,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.137, 0.549, 0.147, 0.862, 0.388]",-0.431,0.708,0.162
U108,P021,review,0.649,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.051, 0.148, 0.048, 0.0, 0.243]",-0.944,0.049,0.379
U084,P099,purchase,0.817,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.335, 0.513, 0.504, 0.494, 0.293]",0.651,0.392,1.11
U052,P077,purchase,0.775,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.15, 0.054, 0.924, 0.361, 0.633]",-0.596,0.815,0.796
U131,P075,purchase,0.968,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.015, 0.343, 0.472, 0.127, 0.329]",-0.472,-0.691,0.628
U011,P077,purchase,0.906,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.158, 0.726, 0.728, 0.991, 0.988]",0.783,-0.737,0.928
U189,P060,view,0.363,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.703, 0.745, 0.699, 0.308, 0.939]",-0.601,-0.107,0.189
U179,P020,view,0.126,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.503, 0.801, 0.622, 0.592, 0.224]",-0.3,-0.417,-0.058
U070,P073,review,0.644,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.032, 0.313, 0.876, 0.762, 0.788]",0.202,0.302,0.75
U167,P041,add_to_cart,0.654,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.266, 0.527, 0.353, 0.5, 0.56]",-0.505,-0.67,0.29
U058,P018,add_to_cart,0.541,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.38, 0.577, 0.026, 0.057, 0.904]",0.724,-0.179,0.724
U123,P033,add_to_cart,0.445,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.903, 0.817, 0.843, 0.711, 0.805]",-0.697,-0.354,0.177
U034,P079,purchase,0.785,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.762, 0.888, 0.871, 0.561, 0.345]",-0.92,0.86,0.816
U188,P008,view,0.229,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.803, 0.604, 0.402, 0.782, 0.759]",-0.208,-0.863,-0.064
U060,P077,view,0.333,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.695, 0.968, 0.479, 0.066, 0.985]",0.944,-0.212,0.544
U013,P003,add_to_cart,0.519,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.632, 0.782, 0.293, 0.304, 0.08]",0.728,-0.831,0.483
U183,P054,review,0.842,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.923, 0.455, 0.483, 0.221, 0.956]",0.485,-0.418,0.894
U111,P051,review,0.643,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.274, 0.814, 0.631, 0.47, 0.524]",0.476,-0.106,0.713
U160,P078,view,0.384,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.242, 0.7, 0.241, 0.292, 0.754]",0.717,-0.772,0.399
U043,P083,view,0.196,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.945, 0.349, 0.77, 0.559, 0.615]",-0.385,-0.562,-0.075
U073,P014,review,0.513,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.718, 0.0, 0.731, 0.808, 0.725]",-0.508,0.516,0.529
U024,P029,view,0.176,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.698, 0.544, 0.204, 0.968, 0.644]",-0.816,-0.126,-0.144
U129,P033,add_to_cart,0.652,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.367, 0.967, 0.013, 0.785, 0.414]",-0.783,-0.842,0.123
U138,P049,purchase,0.755,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.639, 0.406, 0.347, 0.202, 0.858]",-0.852,-0.419,0.333
U085,P080,purchase,0.764,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.426, 0.232, 0.503, 0.251, 0.085]",0.888,0.36,1.126
U018,P015,view,0.356,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.437, 0.389, 0.919, 0.088, 0.296]",-0.761,-0.19,0.052
U112,P007,view,0.207,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.556, 0.334, 0.563, 0.946, 0.614]",0.619,-0.129,0.395
U161,P091,purchase,0.957,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.334, 0.423, 0.311, 0.096, 0.624]",0.887,-0.86,0.918
U097,P003,add_to_cart,0.425,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.863, 0.332, 0.964, 0.891, 0.389]",0.261,-0.07,0.5
U045,P074,review,0.842,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.477, 0.654, 0.213, 0.958, 0.653]",0.162,0.408,1.019
U126,P001,purchase,0.783,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.523, 0.527, 0.197, 0.985, 0.115]",0.962,-0.475,0.978
U003,P003,review,0.545,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.036, 0.809, 0.102, 0.028, 0.362]",0.231,0.908,0.873
U043,P090,view,0.377,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.643, 0.947, 0.21, 0.972, 0.066]",0.684,-0.394,0.504
U179,P067,add_to_cart,0.678,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.747, 0.939, 0.321, 0.569, 0.349]",0.804,-0.52,0.725
U037,P043,add_to_cart,0.531,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.818, 0.622, 0.635, 0.878, 0.653]",-0.875,-0.586,0.127
U178,P081,view,0.192,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.485, 0.852, 0.915, 0.457, 0.715]",0.732,0.747,0.664
U144,P006,review,0.388,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.37, 0.703, 0.437, 0.681, 0.319]",0.103,-0.572,0.247
U013,P039,review,0.746,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.694, 0.427, 0.299, 0.08, 0.436]",-0.269,-0.064,0.634
U164,P017,view,0.111,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.359, 0.821, 0.864, 0.61, 0.44]",0.449,-0.645,0.006
U078,P099,review,0.752,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.813, 0.452, 0.346, 0.645, 0.354]",0.859,-0.991,0.754
U105,P027,purchase,0.823,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.86, 0.589, 0.532, 0.247, 0.153]",0.657,-0.032,1.06
U139,P098,view,0.226,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.408, 0.2, 0.174, 0.615, 0.228]",-0.035,-0.549,0.09
U123,P029,purchase,0.776,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.207, 0.214, 0.873, 0.421, 0.443]",0.729,0.781,1.243
U099,P063,add_to_cart,0.45,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.889, 0.308, 0.079, 0.034, 0.157]",-0.935,-0.823,-0.063
U148,P060,add_to_cart,0.58,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.805, 0.362, 0.738, 0.238, 0.688]",-0.522,-0.894,0.166
U129,P047,purchase,0.807,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.531, 0.905, 0.824, 0.496, 0.081]",-0.904,-0.594,0.376
U012,P001,purchase,0.776,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.141, 0.916, 0.946, 0.216, 0.003]",-0.689,-0.474,0.384
U124,P011,add_to_cart,0.611,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.529, 0.761, 0.784, 0.843, 0.605]",-0.134,-0.216,0.459
U009,P041,add_to_cart,0.456,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.773, 0.142, 0.67, 0.649, 0.854]",-0.936,-0.153,0.102
U096,P028,purchase,0.867,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.459, 0.484, 0.376, 0.876, 0.397]",-0.727,0.021,0.612
U021,P078,view,0.246,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.513, 0.647, 0.661, 0.713, 0.315]",0.795,0.952,0.793
U037,P026,review,0.52,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.985, 0.178, 0.774, 0.257, 0.877]",0.374,-0.414,0.53
U082,P022,add_to_cart,0.582,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.329, 0.164, 0.925, 0.554, 0.443]",-0.807,0.429,0.464
U069,P098,add_to_cart,0.412,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.267, 0.394, 0.883, 0.398, 0.39]",0.903,-0.397,0.579
U129,P069,review,0.798,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.833, 0.053, 0.479, 0.788, 0.152]",-0.048,-0.068,0.799
U142,P086,view,0.328,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.5, 0.135, 0.781, 0.169, 0.166]",0.811,-0.937,0.29
U027,P079,review,0.37,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.198, 0.835, 0.344, 0.913, 0.376]",-0.776,0.61,0.313
U060,P073,review,0.87,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.818, 0.318, 0.248, 0.616, 0.48]",-0.186,0.088,0.864
U011,P008,view,0.162,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.033, 0.004, 0.616, 0.323, 0.75]",0.696,0.588,0.526
U028,P015,add_to_cart,0.483,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.868, 0.464, 0.397, 0.744, 0.486]",0.701,-0.215,0.629
U044,P084,purchase,0.75,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.674, 0.036, 0.35, 0.575, 0.755]",-0.625,-0.291,0.509
U036,P001,add_to_cart,0.42,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.185, 0.008, 0.009, 0.7, 0.24]",-0.564,-0.871,-0.026
U007,P032,view,0.2,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.469, 0.51, 0.775, 0.006, 0.923]",-0.561,0.681,0.25
U111,P088,add_to_cart,0.506,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.767, 0.665, 0.596, 0.817, 0.6]",0.821,-0.421,0.639
U028,P043,view,0.154,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.698, 0.889, 0.232, 0.733, 0.152]",0.067,-0.313,0.048
U167,P050,purchase,0.989,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.125, 0.412, 0.402, 0.386, 0.971]",0.562,-0.472,1.002
U169,P005,view,0.182,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.895, 0.959, 0.622, 0.488, 0.892]",-0.444,-0.949,-0.249
U139,P061,add_to_cart,0.452,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.04, 0.812, 0.68, 0.554, 0.651]",0.818,0.625,0.879
U087,P005,review,0.398,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.288, 0.18, 0.971, 0.152, 0.582]",-0.292,0.065,0.347
U020,P017,purchase,0.803,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.156, 0.157, 0.191, 0.874, 0.203]",0.922,0.138,1.104
U022,P004,purchase,0.826,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.918, 0.795, 0.704, 0.998, 0.545]",0.586,-0.915,0.765
U150,P001,review,0.461,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.391, 0.748, 0.11, 0.143, 0.153]",-0.299,-0.894,0.144
U083,P016,purchase,0.958,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.969, 0.776, 0.209, 0.881, 0.536]",-0.725,-0.272,0.696
U185,P025,add_to_cart,0.656,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.581, 0.003, 0.699, 0.075, 0.282]",-0.253,-0.267,0.474
U071,P094,purchase,0.96,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.547, 0.579, 0.252, 0.357, 0.746]",-0.26,-0.325,0.83
U077,P018,view,0.351,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.612, 0.079, 0.184, 0.713, 0.118]",0.554,-0.625,0.348
U196,P065,purchase,0.879,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.378, 0.889, 0.868, 0.168, 0.559]",0.759,-0.846,0.863
